Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Label
-79.47,43.78,TORONTO NORTH YORK,615S001,05-07-2022,2022,7,5,27.00,18.00,22.50,0.00,4.50,4.10,0.00,4.10,1
-79.47,43.78,TORONTO NORTH YORK,615S001,06-07-2022,2022,7,6,24.00,16.50,20.25,0.00,2.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,07-07-2022,2022,7,7,28.00,13.00,20.50,0.00,2.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,08-07-2022,2022,7,8,27.50,14.50,21.00,0.00,3.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,09-07-2022,2022,7,9,25.50,12.50,19.00,0.00,1.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,10-07-2022,2022,7,10,28.50,13.50,21.00,0.00,3.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,11-07-2022,2022,7,11,32.00,12.00,22.00,0.00,4.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,12-07-2022,2022,7,12,28.00,19.50,23.75,0.00,5.80,1.40,0.00,1.40,1
-79.47,43.78,TORONTO NORTH YORK,615S001,13-07-2022,2022,7,13,24.50,13.50,19.00,0.00,1.00,1.00,0.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,14-07-2022,2022,7,14,28.00,12.00,20.00,0.00,2.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,15-07-2022,2022,7,15,28.50,16.50,22.50,0.00,4.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,16-07-2022,2022,7,16,30.50,15.00,22.75,0.00,4.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,17-07-2022,2022,7,17,30.50,15.00,22.75,0.00,4.80,15.50,0.00,15.50,1
-79.47,43.78,TORONTO NORTH YORK,615S001,18-07-2022,2022,7,18,30.40,19.00,24.70,0.00,6.70,0.30,0.00,0.30,1
-79.47,43.78,TORONTO NORTH YORK,615S001,19-07-2022,2022,7,19,34.50,17.00,25.75,0.00,7.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,20-07-2022,2022,7,20,32.00,22.50,27.25,0.00,9.30,0.20,0.00,0.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,21-07-2022,2022,7,21,31.00,21.50,26.25,0.00,8.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,22-07-2022,2022,7,22,32.00,17.00,24.50,0.00,6.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,23-07-2022,2022,7,23,33.00,19.50,26.25,0.00,8.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,24-07-2022,2022,7,24,30.50,20.50,25.50,0.00,7.50,15.80,0.00,15.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,25-07-2022,2022,7,25,23.50,17.00,20.25,0.00,2.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,26-07-2022,2022,7,26,25.50,12.50,19.00,0.00,1.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,27-07-2022,2022,7,27,28.00,14.00,21.00,0.00,3.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,28-07-2022,2022,7,28,30.00,18.00,24.00,0.00,6.00,3.80,0.00,3.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,29-07-2022,2022,7,29,29.00,13.50,21.25,0.00,3.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,30-07-2022,2022,7,30,27.00,16.00,21.50,0.00,3.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,31-07-2022,2022,7,31,29.00,14.00,21.50,0.00,3.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,01-08-2022,2022,8,1,30.00,15.00,22.50,0.00,4.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,02-08-2022,2022,8,2,26.50,19.00,22.75,0.00,4.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,03-08-2022,2022,8,3,30.00,12.00,21.00,0.00,3.00,1.20,0.00,1.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,04-08-2022,2022,8,4,29.00,21.00,25.00,0.00,7.00,2.20,0.00,2.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,05-08-2022,2022,8,5,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,06-08-2022,2022,8,6,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,07-08-2022,2022,8,7,33.50,22.00,27.75,0.00,9.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,08-08-2022,2022,8,8,30.70,23.50,27.10,0.00,9.10,10.60,0.00,10.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,09-08-2022,2022,8,9,22.50,16.50,19.50,0.00,1.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,10-08-2022,2022,8,10,29.00,13.00,21.00,0.00,3.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,11-08-2022,2022,8,11,26.00,16.50,21.25,0.00,3.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,12-08-2022,2022,8,12,26.00,10.50,18.25,0.00,0.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,13-08-2022,2022,8,13,28.00,9.00,18.50,0.00,0.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,14-08-2022,2022,8,14,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,15-08-2022,2022,8,15,29.50,14.00,21.75,0.00,3.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,16-08-2022,2022,8,16,30.00,14.50,22.25,0.00,4.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,17-08-2022,2022,8,17,27.00,15.00,21.00,0.00,3.00,7.00,0.00,7.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,18-08-2022,2022,8,18,30.00,16.00,23.00,0.00,5.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,19-08-2022,2022,8,19,30.50,14.50,22.50,0.00,4.50,7.80,0.00,7.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,20-08-2022,2022,8,20,31.50,16.00,23.75,0.00,5.80,4.00,0.00,4.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,21-08-2022,2022,8,21,26.50,18.50,22.50,0.00,4.50,15.20,0.00,15.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,22-08-2022,2022,8,22,25.00,18.50,21.75,0.00,3.80,26.70,0.00,26.70,1
-79.47,43.78,TORONTO NORTH YORK,615S001,23-08-2022,2022,8,23,29.00,19.00,24.00,0.00,6.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,24-08-2022,2022,8,24,29.50,14.50,22.00,0.00,4.00,1.90,0.00,1.90,1
-79.47,43.78,TORONTO NORTH YORK,615S001,25-08-2022,2022,8,25,25.00,16.50,20.75,0.00,2.80,18.00,0.00,18.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,26-08-2022,2022,8,26,26.00,18.00,22.00,0.00,4.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,27-08-2022,2022,8,27,25.00,10.50,17.75,0.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,28-08-2022,2022,8,28,29.00,12.50,20.75,0.00,2.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,29-08-2022,2022,8,29,31.20,18.00,24.60,0.00,6.60,9.00,0.00,9.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,30-08-2022,2022,8,30,26.00,19.50,22.75,0.00,4.80,3.40,0.00,3.40,1
-79.47,43.78,TORONTO NORTH YORK,615S001,31-08-2022,2022,8,31,26.50,15.00,20.75,0.00,2.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,01-09-2022,2022,9,1,24.00,11.00,17.50,0.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,02-09-2022,2022,9,2,28.00,12.50,20.25,0.00,2.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,03-09-2022,2022,9,3,30.00,15.00,22.50,0.00,4.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,04-09-2022,2022,9,4,17.00,16.00,16.50,1.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,05-09-2022,2022,9,5,21.50,15.50,18.50,0.00,0.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,06-09-2022,2022,9,6,25.00,14.00,19.50,0.00,1.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,07-09-2022,2022,9,7,25.00,14.50,19.75,0.00,1.80,0.20,0.00,0.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,08-09-2022,2022,9,8,27.50,13.00,20.25,0.00,2.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,09-09-2022,2022,9,9,27.50,12.00,19.75,0.00,1.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,10-09-2022,2022,9,10,29.00,15.50,22.25,0.00,4.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,11-09-2022,2022,9,11,25.00,17.00,21.00,0.00,3.00,2.00,0.00,2.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,12-09-2022,2022,9,12,23.00,19.00,21.00,0.00,3.00,2.10,0.00,2.10,1
-79.47,43.78,TORONTO NORTH YORK,615S001,13-09-2022,2022,9,13,21.50,11.00,16.25,1.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,14-09-2022,2022,9,14,25.00,11.50,18.25,0.00,0.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,15-09-2022,2022,9,15,20.50,6.00,13.25,4.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,16-09-2022,2022,9,16,23.50,8.50,16.00,2.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,17-09-2022,2022,9,17,26.00,11.50,18.75,0.00,0.80,1.60,0.00,1.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,18-09-2022,2022,9,18,27.00,16.50,21.75,0.00,3.80,1.00,0.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,19-09-2022,2022,9,19,27.50,18.00,22.75,0.00,4.80,7.00,0.00,7.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,20-09-2022,2022,9,20,25.50,13.00,19.25,0.00,1.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,21-09-2022,2022,9,21,29.00,12.00,20.50,0.00,2.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,22-09-2022,2022,9,22,15.50,12.50,14.00,4.00,0.00,1.00,0.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,23-09-2022,2022,9,23,16.00,5.00,10.50,7.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,24-09-2022,2022,9,24,19.50,4.50,12.00,6.00,0.00,2.00,0.00,2.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,25-09-2022,2022,9,25,20.00,12.00,16.00,2.00,0.00,15.20,0.00,15.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,26-09-2022,2022,9,26,17.00,10.50,13.75,4.20,0.00,5.80,0.00,5.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,27-09-2022,2022,9,27,17.00,11.50,14.25,3.70,0.00,9.20,0.00,9.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,28-09-2022,2022,9,28,14.00,10.50,12.25,5.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,29-09-2022,2022,9,29,17.00,5.50,11.25,6.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,30-09-2022,2022,9,30,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,01-10-2022,2022,10,1,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,02-10-2022,2022,10,2,16.50,4.00,10.25,7.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,03-10-2022,2022,10,3,18.00,0.00,9.00,9.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,04-10-2022,2022,10,4,19.50,2.50,11.00,7.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,05-10-2022,2022,10,5,24.00,5.00,14.50,3.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,06-10-2022,2022,10,6,23.00,9.00,16.00,2.00,0.00,0.40,0.00,0.40,1
-79.47,43.78,TORONTO NORTH YORK,615S001,07-10-2022,2022,10,7,11.50,7.00,9.25,8.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,08-10-2022,2022,10,8,11.50,1.00,6.25,11.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,09-10-2022,2022,10,9,15.00,6.00,10.50,7.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,10-10-2022,2022,10,10,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,11-10-2022,2022,10,11,19.00,2.00,10.50,7.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,12-10-2022,2022,10,12,18.50,10.00,14.25,3.70,0.00,17.00,0.00,17.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,13-10-2022,2022,10,13,14.50,11.00,12.75,5.20,0.00,0.60,0.00,0.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,14-10-2022,2022,10,14,14.00,3.00,8.50,9.50,0.00,0.60,0.00,0.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,15-10-2022,2022,10,15,13.50,4.50,9.00,9.00,0.00,2.00,0.00,2.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,16-10-2022,2022,10,16,16.00,5.00,10.50,7.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,17-10-2022,2022,10,17,10.50,7.00,8.75,9.20,0.00,0.60,0.00,0.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,18-10-2022,2022,10,18,8.50,1.00,4.75,13.20,0.00,3.70,0.00,3.70,1
-79.47,43.78,TORONTO NORTH YORK,615S001,19-10-2022,2022,10,19,10.00,3.00,6.50,11.50,0.00,2.20,0.00,2.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,20-10-2022,2022,10,20,7.50,3.00,5.25,12.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,21-10-2022,2022,10,21,16.50,-2.00,7.25,10.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,22-10-2022,2022,10,22,20.50,6.50,13.50,4.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,23-10-2022,2022,10,23,21.00,4.00,12.50,5.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,24-10-2022,2022,10,24,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,25-10-2022,2022,10,25,18.50,7.50,13.00,5.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,26-10-2022,2022,10,26,15.50,8.00,11.75,6.20,0.00,7.80,0.00,7.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,27-10-2022,2022,10,27,10.50,1.00,5.75,12.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,28-10-2022,2022,10,28,10.50,-1.00,4.75,13.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,29-10-2022,2022,10,29,17.00,-2.00,7.50,10.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,30-10-2022,2022,10,30,16.00,-0.50,7.75,10.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,31-10-2022,2022,10,31,12.00,3.50,7.75,10.20,0.00,4.00,0.00,4.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,01-11-2022,2022,11,1,20.00,10.00,15.00,3.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,02-11-2022,2022,11,2,16.50,2.50,9.50,8.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,03-11-2022,2022,11,3,10.00,5.50,7.75,10.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,04-11-2022,2022,11,4,20.00,5.00,12.50,5.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,05-11-2022,2022,11,5,24.50,12.00,18.25,0.00,0.30,5.40,0.00,5.40,1
-79.47,43.78,TORONTO NORTH YORK,615S001,06-11-2022,2022,11,6,18.00,13.00,15.50,2.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,07-11-2022,2022,11,7,13.00,8.00,10.50,7.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,08-11-2022,2022,11,8,10.00,1.00,5.50,12.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,09-11-2022,2022,11,9,15.50,-2.00,6.75,11.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,10-11-2022,2022,11,10,21.50,2.00,11.75,6.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,11-11-2022,2022,11,11,14.00,7.00,10.50,7.50,0.00,9.60,0.00,9.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,12-11-2022,2022,11,12,9.00,5.00,7.00,11.00,0.00,1.00,0.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,13-11-2022,2022,11,13,4.00,0.00,2.00,16.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,14-11-2022,2022,11,14,3.00,-2.50,0.25,17.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,15-11-2022,2022,11,15,1.00,-5.00,-2.00,20.00,0.00,0.00,8.00,8.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,16-11-2022,2022,11,16,1.00,-3.50,-1.25,19.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,17-11-2022,2022,11,17,1.00,-4.00,-1.50,19.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,18-11-2022,2022,11,18,2.00,-2.50,-0.25,18.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,19-11-2022,2022,11,19,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,20-11-2022,2022,11,20,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,21-11-2022,2022,11,21,7.50,-7.00,0.25,17.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,22-11-2022,2022,11,22,6.50,-5.50,0.50,17.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,23-11-2022,2022,11,23,8.00,-4.00,2.00,16.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,24-11-2022,2022,11,24,10.00,-3.50,3.25,14.70,0.00,1.20,0.00,1.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,25-11-2022,2022,11,25,7.00,1.50,4.25,13.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,26-11-2022,2022,11,26,13.50,-0.50,6.50,11.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,27-11-2022,2022,11,27,5.50,1.00,3.25,14.70,0.00,8.60,0.00,8.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,28-11-2022,2022,11,28,2.50,0.00,1.25,16.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,29-11-2022,2022,11,29,7.00,-1.50,2.75,15.20,0.00,10.80,0.00,10.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,30-11-2022,2022,11,30,9.00,0.00,4.50,13.50,0.00,8.20,0.00,8.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,01-12-2022,2022,12,1,1.50,-2.50,-0.50,18.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,02-12-2022,2022,12,2,10.00,-5.50,2.25,15.70,0.00,4.30,0.00,4.30,1
-79.47,43.78,TORONTO NORTH YORK,615S001,03-12-2022,2022,12,3,10.00,1.50,5.75,12.20,0.00,5.20,0.00,5.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,04-12-2022,2022,12,4,3.50,-3.50,0.00,18.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,05-12-2022,2022,12,5,6.00,-1.50,2.25,15.70,0.00,0.60,0.00,0.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,06-12-2022,2022,12,6,7.00,2.00,4.50,13.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,07-12-2022,2022,12,7,8.00,4.00,6.00,12.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,08-12-2022,2022,12,8,4.50,1.50,3.00,15.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,09-12-2022,2022,12,9,1.00,-2.50,-0.75,18.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,10-12-2022,2022,12,10,-1.50,-6.50,-4.00,22.00,0.00,0.00,2.00,2.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,11-12-2022,2022,12,11,-1.00,-4.50,-2.75,20.80,0.00,0.00,1.60,1.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,12-12-2022,2022,12,12,-2.00,-5.00,-3.50,21.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,13-12-2022,2022,12,13,0.50,-11.50,-5.50,23.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,14-12-2022,2022,12,14,1.50,-8.50,-3.50,21.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,15-12-2022,2022,12,15,2.00,-6.00,-2.00,20.00,0.00,0.00,5.00,5.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,16-12-2022,2022,12,16,4.50,0.00,2.25,15.70,0.00,0.00,0.50,0.50,1
-79.47,43.78,TORONTO NORTH YORK,615S001,17-12-2022,2022,12,17,1.00,-4.00,-1.50,19.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,18-12-2022,2022,12,18,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,19-12-2022,2022,12,19,0.50,-3.00,-1.25,19.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,20-12-2022,2022,12,20,0.00,-3.00,-1.50,19.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,21-12-2022,2022,12,21,0.50,-6.50,-3.00,21.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,22-12-2022,2022,12,22,4.00,-5.00,-0.50,18.50,0.00,29.60,0.00,29.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,23-12-2022,2022,12,23,2.00,-13.00,-5.50,23.50,0.00,0.00,3.00,3.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,24-12-2022,2022,12,24,-7.50,-14.50,-11.00,29.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,25-12-2022,2022,12,25,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,26-12-2022,2022,12,26,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,27-12-2022,2022,12,27,0.50,-6.50,-3.00,21.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,28-12-2022,2022,12,28,4.00,-4.50,-0.25,18.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,29-12-2022,2022,12,29,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,30-12-2022,2022,12,30,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,31-12-2022,2022,12,31,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,01-01-2023,2023,1,1,5.00,4.00,4.50,13.50,0.00,2.40,0.00,2.40,1
-79.47,43.78,TORONTO NORTH YORK,615S001,02-01-2023,2023,1,2,5.00,2.00,3.50,14.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,03-01-2023,2023,1,3,4.00,-2.00,1.00,17.00,0.00,6.60,0.00,6.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,04-01-2023,2023,1,4,14.72,5.03,9.88,8.96,0.83,2.28,0.32,2.61,1
-79.47,43.78,TORONTO NORTH YORK,615S001,05-01-2023,2023,1,5,14.72,5.03,9.88,8.96,0.83,2.28,0.32,2.61,1
-79.47,43.78,TORONTO NORTH YORK,615S001,06-01-2023,2023,1,6,4.50,1.00,2.75,15.20,0.00,0.00,0.00,0.00,0
