Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
16720,36,admin.,married,secondary,no,110,yes,no,telephone,4,feb,185,1,-1,0,unknown,no
16721,37,technician,married,secondary,no,588,yes,no,cellular,14,aug,65,4,-1,0,unknown,no
16722,32,blue-collar,single,secondary,no,322,yes,no,cellular,13,may,233,3,-1,0,unknown,no
16723,35,blue-collar,single,unknown,no,2298,no,no,cellular,31,jul,92,4,-1,0,unknown,no
16724,54,blue-collar,married,secondary,no,1291,yes,no,unknown,5,may,266,1,-1,0,unknown,no
16725,44,admin.,single,secondary,no,2524,no,no,unknown,19,jun,82,1,-1,0,unknown,no
16726,31,management,single,tertiary,no,1494,no,no,cellular,13,aug,275,12,-1,0,unknown,no
16727,37,technician,single,tertiary,no,178,yes,no,unknown,21,may,97,1,-1,0,unknown,no
16728,40,services,married,secondary,no,0,yes,no,cellular,21,nov,43,1,185,2,failure,no
16729,26,technician,single,secondary,no,7,yes,no,cellular,22,jul,188,2,-1,0,unknown,no
16730,35,blue-collar,married,secondary,no,247,yes,yes,cellular,13,may,114,1,352,5,failure,no
16731,56,services,married,secondary,no,22196,yes,no,cellular,21,nov,189,1,-1,0,unknown,no
16732,33,blue-collar,married,primary,no,2,yes,yes,unknown,12,may,409,2,-1,0,unknown,no
16733,37,management,married,tertiary,no,900,yes,no,cellular,7,may,155,1,357,2,failure,no
16734,32,services,single,secondary,no,951,no,no,cellular,28,jan,77,1,-1,0,unknown,no
16735,52,technician,married,secondary,no,0,yes,no,unknown,18,jun,636,12,-1,0,unknown,no
16736,26,entrepreneur,married,secondary,no,-306,no,yes,cellular,8,jul,342,1,-1,0,unknown,no
16737,56,unemployed,divorced,primary,no,802,no,no,telephone,3,feb,258,2,-1,0,unknown,no
16738,46,blue-collar,single,primary,no,87,no,no,unknown,15,may,78,1,-1,0,unknown,no
16739,50,blue-collar,divorced,primary,no,-677,no,no,cellular,10,jul,387,1,-1,0,unknown,no
16740,43,housemaid,single,primary,no,1354,no,no,unknown,17,jun,183,2,-1,0,unknown,no
16741,24,unemployed,single,secondary,no,572,no,no,cellular,4,jun,442,3,-1,0,unknown,no
16742,33,blue-collar,married,secondary,no,2366,yes,no,cellular,11,may,249,1,356,2,failure,no
16743,60,admin.,married,secondary,no,1880,yes,no,unknown,15,may,196,4,-1,0,unknown,no
16744,39,technician,single,tertiary,no,139,no,no,telephone,19,aug,328,1,79,1,failure,no
16745,49,self-employed,married,tertiary,no,503,yes,no,cellular,21,jul,507,1,-1,0,unknown,no
16746,39,management,married,tertiary,no,4539,no,no,cellular,30,apr,301,1,-1,0,unknown,no
16747,44,blue-collar,married,secondary,no,466,yes,yes,cellular,14,may,158,5,350,1,other,no
16748,34,technician,single,tertiary,no,0,no,no,cellular,21,aug,121,2,-1,0,unknown,no
16749,34,blue-collar,single,primary,no,1702,no,no,cellular,9,feb,22,4,-1,0,unknown,no
16750,29,management,single,tertiary,no,0,yes,no,unknown,6,may,211,1,-1,0,unknown,no
16751,47,technician,married,secondary,no,321,yes,yes,unknown,4,jul,111,1,-1,0,unknown,no
16752,42,technician,married,secondary,no,219,yes,yes,cellular,7,aug,186,3,-1,0,unknown,no
16753,44,technician,divorced,secondary,no,2340,no,no,cellular,29,jul,637,3,-1,0,unknown,no
16754,42,blue-collar,single,primary,no,134,yes,yes,unknown,8,may,82,1,-1,0,unknown,no
16755,31,admin.,married,secondary,no,413,yes,no,unknown,14,may,574,2,-1,0,unknown,no
16756,42,retired,married,primary,no,127,no,yes,cellular,17,jul,199,2,-1,0,unknown,no
16757,46,blue-collar,married,secondary,no,1660,yes,no,unknown,6,may,259,1,-1,0,unknown,no
16758,32,management,married,tertiary,no,2204,no,no,cellular,27,aug,123,4,-1,0,unknown,no
16759,32,admin.,married,tertiary,no,227,no,no,cellular,21,aug,148,2,-1,0,unknown,no
16760,36,blue-collar,married,secondary,no,134,no,no,unknown,12,may,98,2,-1,0,unknown,no
16761,29,admin.,single,secondary,no,315,yes,no,unknown,2,jun,121,4,-1,0,unknown,no
16762,53,admin.,married,secondary,no,1228,yes,yes,cellular,8,feb,116,2,188,1,success,no
16763,41,management,married,tertiary,no,7028,no,no,cellular,17,nov,98,1,-1,0,unknown,no
16764,57,housemaid,married,unknown,no,0,no,no,cellular,22,aug,173,1,-1,0,unknown,no
16765,55,technician,married,primary,no,284,no,no,cellular,22,jul,70,9,-1,0,unknown,no
16766,43,housemaid,married,secondary,no,-177,yes,no,unknown,21,may,172,2,-1,0,unknown,no
16767,32,management,single,tertiary,no,-307,yes,yes,cellular,7,may,447,2,346,2,failure,no
16768,31,management,single,tertiary,no,596,no,no,cellular,17,dec,184,6,196,2,failure,no
16769,43,services,married,secondary,no,43,yes,no,cellular,18,may,199,1,-1,0,unknown,no
16770,51,unemployed,married,tertiary,no,1634,yes,no,cellular,22,jul,168,4,-1,0,unknown,no
16771,39,admin.,married,secondary,no,179,no,no,unknown,6,sep,36,1,-1,0,unknown,no
16772,75,retired,married,unknown,no,7819,no,no,cellular,15,feb,261,1,97,4,other,no
16773,28,student,single,secondary,no,217,yes,no,cellular,15,may,238,2,372,1,failure,no
16774,54,management,married,tertiary,no,511,no,no,cellular,22,may,264,2,94,3,failure,no
16775,28,admin.,single,secondary,no,251,yes,no,unknown,6,may,178,2,-1,0,unknown,no
16776,24,student,single,secondary,no,1234,no,no,telephone,26,oct,280,2,97,3,success,no
16777,38,services,married,secondary,no,0,yes,yes,cellular,11,jul,184,2,-1,0,unknown,no
16778,26,technician,single,tertiary,no,14054,no,no,cellular,23,jul,178,1,-1,0,unknown,no
16779,31,admin.,married,secondary,no,3052,yes,yes,unknown,27,may,139,2,-1,0,unknown,no
16780,61,self-employed,married,tertiary,no,4162,no,no,cellular,10,nov,185,1,-1,0,unknown,no
16781,60,admin.,single,secondary,no,3916,no,no,unknown,18,jun,18,5,-1,0,unknown,no
16782,27,student,single,tertiary,no,-148,yes,no,cellular,11,sep,146,3,224,1,other,no
16783,27,unemployed,single,primary,no,9,no,yes,cellular,9,jul,919,2,-1,0,unknown,yes
16784,52,blue-collar,married,secondary,no,60,no,yes,cellular,26,aug,196,2,-1,0,unknown,no
16785,40,technician,married,secondary,no,770,yes,no,unknown,14,may,200,1,-1,0,unknown,no
16786,34,admin.,married,secondary,no,247,yes,yes,unknown,12,may,1727,5,-1,0,unknown,no
16787,30,management,single,tertiary,no,2,yes,yes,cellular,13,may,305,8,-1,0,unknown,no
16788,32,services,married,secondary,yes,-790,yes,no,unknown,3,jun,159,1,-1,0,unknown,no
16789,54,blue-collar,married,secondary,no,466,no,no,cellular,29,aug,436,4,-1,0,unknown,no
16790,57,admin.,single,secondary,no,0,no,no,cellular,28,jul,261,4,-1,0,unknown,no
16791,59,housemaid,married,secondary,no,1040,no,no,cellular,5,aug,123,2,-1,0,unknown,no
16792,42,housemaid,married,secondary,no,808,yes,no,cellular,9,jul,121,1,-1,0,unknown,no
16793,43,blue-collar,single,secondary,no,24,no,no,cellular,12,may,68,1,363,1,failure,no
16794,33,blue-collar,married,secondary,no,463,yes,no,unknown,23,may,76,4,-1,0,unknown,no
16795,33,admin.,married,secondary,no,2711,no,no,cellular,20,nov,184,1,104,1,failure,no
16796,51,management,married,tertiary,no,642,no,no,unknown,19,may,183,2,-1,0,unknown,no
16797,32,management,married,tertiary,no,5910,no,no,cellular,26,aug,75,3,-1,0,unknown,no
16798,45,blue-collar,married,secondary,no,162,no,no,cellular,8,aug,130,2,-1,0,unknown,no
16799,34,management,married,tertiary,no,1906,yes,no,cellular,14,jul,68,3,-1,0,unknown,no
16800,33,management,married,tertiary,no,2308,yes,no,unknown,21,may,232,2,-1,0,unknown,no
16801,32,self-employed,married,secondary,no,217,yes,yes,cellular,15,jul,317,5,-1,0,unknown,no
16802,52,management,married,tertiary,no,1646,no,yes,cellular,9,feb,92,3,-1,0,unknown,no
16803,58,retired,married,primary,no,3401,yes,no,cellular,3,feb,84,3,265,2,failure,no
16804,33,blue-collar,single,secondary,no,778,yes,no,cellular,16,apr,30,1,-1,0,unknown,no
16805,32,admin.,single,secondary,no,1411,no,no,cellular,2,jul,124,1,-1,0,unknown,no
16806,37,unemployed,single,tertiary,no,1316,yes,no,cellular,18,nov,389,1,172,2,failure,no
16807,46,management,married,tertiary,no,0,no,no,cellular,19,aug,328,1,-1,0,unknown,no
16808,31,blue-collar,married,primary,no,4728,yes,no,cellular,19,nov,114,1,183,3,other,no
16809,38,technician,married,secondary,yes,0,no,yes,cellular,31,jul,44,28,-1,0,unknown,no
16810,49,management,married,tertiary,no,4200,yes,no,telephone,16,jun,55,2,-1,0,unknown,no
16811,33,self-employed,single,tertiary,no,658,yes,no,cellular,12,apr,93,1,173,2,success,no
16812,30,blue-collar,married,secondary,no,246,yes,no,cellular,18,nov,166,2,113,5,failure,no
16813,38,blue-collar,married,primary,no,476,yes,no,unknown,28,may,212,4,-1,0,unknown,no
16814,41,blue-collar,divorced,secondary,no,1,no,yes,unknown,19,jun,289,1,-1,0,unknown,no
16815,57,blue-collar,married,primary,no,137,no,yes,telephone,18,jul,54,7,-1,0,unknown,no
16816,36,management,married,tertiary,no,928,yes,no,cellular,20,apr,239,1,-1,0,unknown,no
16817,32,management,single,tertiary,no,3886,yes,yes,unknown,29,may,151,7,-1,0,unknown,no
16818,55,self-employed,married,primary,no,0,no,no,cellular,8,aug,138,2,-1,0,unknown,no
16819,29,services,married,secondary,no,-753,yes,yes,unknown,23,may,98,1,-1,0,unknown,no
16820,24,student,single,secondary,no,1919,yes,no,unknown,29,may,127,4,-1,0,unknown,no
16821,31,management,married,tertiary,no,156,no,no,cellular,20,aug,77,2,-1,0,unknown,no
16822,26,self-employed,single,tertiary,no,1153,no,no,cellular,4,may,238,3,-1,0,unknown,no
16823,59,blue-collar,married,secondary,no,32,yes,no,cellular,18,may,201,5,-1,0,unknown,no
16824,27,admin.,married,tertiary,no,73,no,no,cellular,30,apr,374,1,79,1,success,no
16825,36,self-employed,single,tertiary,no,977,no,no,unknown,20,jun,172,2,-1,0,unknown,no
16826,46,technician,married,secondary,no,416,yes,yes,cellular,23,jul,361,3,-1,0,unknown,no
16827,50,blue-collar,divorced,primary,no,-10,no,yes,cellular,10,jul,369,6,-1,0,unknown,no
16828,54,self-employed,divorced,tertiary,no,3952,no,no,unknown,6,jun,28,6,-1,0,unknown,no
16829,42,blue-collar,married,primary,no,1687,yes,no,cellular,18,may,14,3,178,3,other,no
16830,49,technician,married,secondary,no,905,no,no,cellular,12,aug,90,1,68,1,success,no
16831,50,admin.,married,secondary,no,106,no,yes,cellular,7,aug,59,2,-1,0,unknown,no
16832,31,management,single,tertiary,no,725,yes,no,cellular,27,apr,345,1,452,1,other,no
16833,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure,no
16834,42,technician,divorced,tertiary,no,802,no,no,telephone,28,jan,119,2,-1,0,unknown,no
16835,39,self-employed,married,tertiary,no,2630,no,no,unknown,12,jun,651,5,-1,0,unknown,yes
16836,46,blue-collar,married,primary,no,1429,yes,no,unknown,14,may,91,1,-1,0,unknown,no
16837,30,admin.,single,secondary,no,-548,yes,yes,cellular,28,jul,70,2,-1,0,unknown,no
16838,45,blue-collar,single,secondary,yes,0,no,yes,cellular,16,jul,154,2,-1,0,unknown,no
16839,34,technician,married,secondary,no,563,yes,yes,cellular,29,aug,32,15,-1,0,unknown,no
16840,40,blue-collar,married,primary,no,236,yes,no,unknown,20,may,167,2,-1,0,unknown,no
16841,48,blue-collar,married,primary,no,174,yes,yes,cellular,8,aug,36,8,-1,0,unknown,no
16842,58,unemployed,divorced,secondary,no,0,no,no,unknown,23,jun,598,2,-1,0,unknown,no
16843,55,blue-collar,married,secondary,no,2059,yes,no,cellular,11,may,149,1,259,4,failure,no
16844,49,blue-collar,married,secondary,no,395,no,yes,cellular,30,jul,188,3,-1,0,unknown,no
16845,45,management,married,tertiary,no,1788,no,no,cellular,2,jun,177,2,301,2,failure,no
16846,55,technician,single,secondary,no,2043,yes,no,cellular,18,nov,655,1,-1,0,unknown,no
16847,29,blue-collar,single,secondary,no,314,yes,no,cellular,9,apr,161,1,316,2,other,no
16848,42,blue-collar,married,secondary,no,1,no,no,cellular,15,jul,462,1,-1,0,unknown,no
16849,69,admin.,married,secondary,no,813,no,no,telephone,28,sep,237,2,-1,0,unknown,no
16850,31,services,single,secondary,no,0,no,no,cellular,28,jul,243,2,-1,0,unknown,no
16851,38,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,nov,65,1,-1,0,unknown,no
16852,38,admin.,single,secondary,no,10,no,no,cellular,1,apr,117,1,-1,0,unknown,no
16853,44,management,single,secondary,no,421,no,yes,cellular,5,aug,307,1,-1,0,unknown,no
16854,48,admin.,single,secondary,no,-58,no,no,unknown,17,jun,123,1,-1,0,unknown,no
16855,37,services,married,secondary,no,42,yes,no,cellular,12,may,107,3,369,4,failure,no
16856,44,management,divorced,tertiary,no,0,no,no,cellular,22,aug,54,2,-1,0,unknown,no
16857,31,services,married,secondary,yes,-455,no,yes,cellular,16,jul,168,2,-1,0,unknown,no
16858,31,housemaid,divorced,primary,no,168,yes,no,cellular,15,may,266,3,-1,0,unknown,no
16859,66,retired,married,primary,no,1943,no,no,cellular,24,aug,401,1,-1,0,unknown,no
16860,50,technician,married,secondary,no,2242,no,no,cellular,17,nov,170,2,-1,0,unknown,no
16861,38,entrepreneur,married,tertiary,no,227,yes,no,cellular,4,feb,89,1,209,1,failure,no
16862,30,blue-collar,married,secondary,no,319,no,no,cellular,27,jan,210,2,-1,0,unknown,no
16863,37,admin.,single,tertiary,no,3954,yes,no,cellular,12,aug,87,1,117,2,failure,no
16864,40,management,single,secondary,no,900,yes,no,cellular,30,jul,84,2,-1,0,unknown,no
16865,46,technician,married,secondary,no,1465,yes,no,unknown,14,may,86,2,-1,0,unknown,no
16866,39,blue-collar,married,secondary,no,161,yes,no,cellular,18,may,98,2,-1,0,unknown,no
16867,32,technician,single,tertiary,no,471,no,no,cellular,14,jan,67,1,-1,0,unknown,no
16868,36,blue-collar,divorced,primary,no,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,no
16869,49,services,single,secondary,no,178,yes,yes,cellular,29,jan,197,1,-1,0,unknown,no
16870,34,admin.,married,secondary,no,2,yes,no,cellular,25,jul,137,11,-1,0,unknown,no
16871,59,housemaid,married,secondary,no,0,no,no,telephone,3,feb,722,1,99,4,failure,no
16872,54,management,divorced,tertiary,no,3777,no,no,cellular,25,aug,56,2,-1,0,unknown,no
16873,39,admin.,married,unknown,no,3252,no,no,cellular,21,aug,298,1,-1,0,unknown,no
16874,24,technician,single,secondary,no,-73,yes,no,cellular,18,may,7,2,-1,0,unknown,no
16875,29,blue-collar,married,primary,no,1280,yes,no,unknown,28,may,629,2,-1,0,unknown,no
16876,37,entrepreneur,married,tertiary,no,555,no,no,cellular,7,jul,104,2,-1,0,unknown,no
16877,60,management,married,primary,no,21292,no,no,unknown,16,jun,242,6,-1,0,unknown,no
16878,32,blue-collar,single,primary,no,557,yes,no,unknown,21,may,112,2,-1,0,unknown,no
16879,38,technician,married,secondary,no,0,yes,yes,cellular,7,may,193,2,296,5,other,no
16880,50,services,married,secondary,no,1683,no,no,telephone,9,jul,56,1,-1,0,unknown,no
16881,39,management,married,tertiary,no,1041,no,no,cellular,27,aug,116,7,-1,0,unknown,no
16882,47,admin.,married,secondary,no,642,yes,no,cellular,13,may,197,2,363,2,other,no
16883,26,unemployed,married,primary,no,70,yes,no,unknown,28,may,99,2,-1,0,unknown,no
16884,53,technician,married,tertiary,no,2600,no,no,cellular,3,jun,656,1,-1,0,unknown,no
16885,27,technician,single,secondary,no,292,yes,no,telephone,18,may,45,4,-1,0,unknown,no
16886,33,technician,single,secondary,no,2481,no,no,cellular,12,aug,104,2,-1,0,unknown,no
16887,24,management,single,tertiary,no,66,yes,no,unknown,26,may,109,2,-1,0,unknown,no
16888,31,services,single,tertiary,no,620,no,no,cellular,11,aug,153,1,103,2,failure,no
16889,53,management,married,secondary,no,1925,yes,no,unknown,26,may,153,1,-1,0,unknown,no
16890,37,services,married,secondary,no,1776,yes,yes,cellular,17,apr,224,1,-1,0,unknown,no
16891,38,management,married,tertiary,no,63,yes,no,unknown,21,may,518,1,-1,0,unknown,no
16892,28,blue-collar,single,secondary,no,1,no,no,unknown,28,may,181,1,-1,0,unknown,no
16893,59,blue-collar,married,secondary,no,10054,no,no,telephone,13,aug,79,6,-1,0,unknown,no
16894,43,blue-collar,married,primary,no,377,no,yes,unknown,20,jun,11,5,-1,0,unknown,no
16895,54,blue-collar,single,unknown,no,1555,yes,no,telephone,30,jan,258,5,248,2,failure,no
16896,33,management,married,tertiary,no,114,yes,yes,cellular,18,jul,207,9,-1,0,unknown,no
16897,28,admin.,married,secondary,no,172,yes,no,cellular,19,oct,123,2,-1,0,unknown,no
16898,38,unemployed,married,secondary,no,1604,no,no,unknown,20,jun,1276,1,-1,0,unknown,no
16899,44,blue-collar,married,primary,no,-312,yes,no,unknown,20,jun,22,3,-1,0,unknown,no
16900,35,blue-collar,married,secondary,no,876,yes,no,cellular,20,apr,318,1,-1,0,unknown,no
16901,58,admin.,married,primary,no,1119,no,no,cellular,6,apr,122,4,341,2,failure,no
16902,44,technician,divorced,secondary,no,106,yes,no,unknown,17,nov,17,1,175,1,failure,no
16903,39,housemaid,married,secondary,no,-146,yes,yes,cellular,20,aug,239,2,-1,0,unknown,no
16904,29,self-employed,married,tertiary,yes,0,yes,yes,unknown,5,jun,399,3,-1,0,unknown,no
16905,37,technician,single,secondary,no,3326,yes,no,unknown,21,may,799,1,-1,0,unknown,yes
16906,60,retired,married,tertiary,no,872,no,no,telephone,28,aug,37,5,-1,0,unknown,no
16907,28,blue-collar,married,primary,no,286,yes,no,unknown,13,may,237,1,-1,0,unknown,no
16908,34,services,married,secondary,no,0,yes,no,cellular,21,apr,95,1,-1,0,unknown,no
16909,36,housemaid,married,primary,no,122,no,no,unknown,6,jun,78,1,-1,0,unknown,no
16910,72,retired,single,tertiary,no,1285,no,no,telephone,2,nov,179,5,98,2,failure,no
16911,40,blue-collar,married,secondary,no,1313,no,no,unknown,14,may,87,1,-1,0,unknown,no
16912,41,admin.,divorced,secondary,no,303,no,no,unknown,26,jun,182,2,-1,0,unknown,no
16913,60,blue-collar,married,primary,no,686,yes,no,unknown,17,jun,147,2,-1,0,unknown,no
16914,42,technician,married,primary,no,275,no,no,cellular,17,nov,295,2,109,9,failure,no
16915,36,management,married,tertiary,no,549,yes,no,cellular,17,apr,151,4,150,2,failure,no
16916,37,management,married,tertiary,no,11,no,no,cellular,21,nov,326,1,-1,0,unknown,no
16917,40,services,divorced,secondary,no,9,no,no,cellular,28,jul,154,2,-1,0,unknown,no
16918,30,technician,single,secondary,no,317,yes,no,unknown,12,may,246,6,-1,0,unknown,no
16919,39,blue-collar,married,secondary,no,481,no,no,cellular,4,feb,38,8,-1,0,unknown,no
16920,50,management,married,tertiary,no,3327,no,no,cellular,25,aug,74,7,-1,0,unknown,no
16921,38,blue-collar,married,primary,no,489,yes,no,cellular,2,feb,218,1,-1,0,unknown,no
16922,31,blue-collar,single,unknown,no,461,yes,no,cellular,7,may,462,1,-1,0,unknown,no
16923,28,student,single,secondary,no,4793,no,no,unknown,27,may,151,1,-1,0,unknown,no
16924,37,blue-collar,married,primary,no,445,yes,no,unknown,26,may,159,2,-1,0,unknown,no
16925,30,entrepreneur,divorced,tertiary,no,1192,no,no,cellular,29,jan,83,2,-1,0,unknown,no
16926,36,admin.,single,secondary,no,119,no,no,cellular,2,jun,93,2,-1,0,unknown,no
16927,38,technician,married,secondary,no,1409,yes,no,unknown,20,jun,9,14,-1,0,unknown,no
16928,38,services,single,unknown,no,1610,yes,no,unknown,17,jun,76,6,-1,0,unknown,no
16929,53,blue-collar,married,unknown,no,1230,no,no,cellular,5,aug,155,3,-1,0,unknown,no
16930,44,blue-collar,married,primary,no,858,yes,no,unknown,21,may,362,5,-1,0,unknown,no
16931,48,management,single,tertiary,no,505,no,no,cellular,26,aug,320,5,-1,0,unknown,no
16932,23,blue-collar,single,secondary,no,492,yes,no,unknown,4,jun,638,1,-1,0,unknown,yes
16933,42,technician,married,unknown,no,906,yes,no,cellular,5,feb,434,2,-1,0,unknown,no
16934,55,management,divorced,tertiary,no,407,yes,yes,cellular,25,aug,65,8,-1,0,unknown,no
16935,26,management,single,tertiary,no,962,yes,no,cellular,8,may,132,1,-1,0,unknown,no
16936,41,blue-collar,single,secondary,no,6393,yes,no,cellular,15,may,128,3,-1,0,unknown,no
16937,34,blue-collar,married,secondary,yes,-7,yes,no,cellular,22,jul,143,5,-1,0,unknown,no
16938,49,management,married,tertiary,no,276,no,no,cellular,27,aug,62,5,-1,0,unknown,no
16939,50,entrepreneur,married,secondary,no,7907,yes,yes,cellular,22,aug,363,2,-1,0,unknown,no
16940,36,admin.,single,secondary,no,0,no,no,cellular,20,apr,637,1,-1,0,unknown,no
16941,43,blue-collar,married,secondary,no,-128,yes,no,cellular,21,nov,32,1,-1,0,unknown,no
16942,44,entrepreneur,married,tertiary,no,-1,no,yes,cellular,21,nov,63,2,-1,0,unknown,no
16943,57,admin.,married,unknown,no,596,no,no,cellular,29,jan,90,1,-1,0,unknown,no
16944,38,technician,single,tertiary,no,2443,no,no,cellular,4,may,9,8,-1,0,unknown,no
16945,58,blue-collar,married,secondary,no,535,no,no,unknown,9,jun,189,4,-1,0,unknown,no
16946,29,student,single,tertiary,no,559,no,no,cellular,3,feb,143,2,-1,0,unknown,no
16947,36,blue-collar,married,secondary,no,6699,yes,no,cellular,20,apr,201,3,-1,0,unknown,no
16948,33,admin.,married,secondary,no,89,no,no,telephone,10,jul,524,3,-1,0,unknown,no
16949,40,blue-collar,married,primary,no,254,yes,no,cellular,7,jul,107,3,-1,0,unknown,no
16950,41,admin.,single,secondary,no,734,yes,no,unknown,3,jun,332,3,-1,0,unknown,no
16951,51,management,married,secondary,no,140,yes,no,unknown,21,may,45,10,-1,0,unknown,no
16952,52,management,divorced,primary,no,11,no,no,cellular,6,feb,365,1,9,1,other,no
16953,30,technician,single,tertiary,no,0,yes,no,unknown,28,may,58,1,-1,0,unknown,no
16954,60,retired,divorced,secondary,no,1099,no,no,cellular,11,jul,764,2,-1,0,unknown,yes
16955,37,management,married,tertiary,no,0,yes,no,cellular,14,jul,122,2,-1,0,unknown,no
16956,52,technician,divorced,secondary,no,2816,no,no,unknown,20,jun,492,3,-1,0,unknown,no
16957,58,blue-collar,divorced,primary,no,8218,yes,no,cellular,19,nov,141,2,111,10,failure,no
16958,35,management,single,tertiary,no,-289,yes,no,unknown,21,may,490,1,-1,0,unknown,no
16959,40,student,married,secondary,no,260,no,no,unknown,20,jun,197,6,-1,0,unknown,no
16960,50,technician,married,secondary,no,2406,yes,no,telephone,14,jul,197,5,-1,0,unknown,no
16961,28,technician,single,secondary,no,113,no,no,cellular,30,apr,108,1,-1,0,unknown,no
16962,31,management,married,tertiary,no,-513,no,yes,cellular,7,jul,124,1,-1,0,unknown,no
16963,77,retired,married,tertiary,no,1047,no,no,cellular,30,jun,108,5,-1,0,unknown,no
16964,40,services,married,secondary,no,-345,yes,no,cellular,24,jul,39,2,-1,0,unknown,no
16965,38,admin.,married,secondary,no,1949,yes,no,cellular,15,may,157,3,-1,0,unknown,no
16966,45,services,married,secondary,no,-406,yes,yes,cellular,21,jul,276,2,-1,0,unknown,no
16967,41,entrepreneur,married,secondary,no,-1882,yes,no,cellular,18,nov,17,5,151,2,other,no
16968,54,blue-collar,married,primary,no,1849,no,no,cellular,12,aug,127,4,-1,0,unknown,no
16969,42,technician,married,secondary,no,2152,no,no,cellular,30,mar,361,2,181,2,failure,no
16970,32,management,single,tertiary,no,435,yes,yes,cellular,15,may,676,3,-1,0,unknown,no
16971,37,services,single,primary,no,3715,yes,no,unknown,20,jun,6,17,-1,0,unknown,no
16972,28,student,single,tertiary,no,3733,yes,no,cellular,21,aug,419,5,91,7,success,no
16973,29,management,married,tertiary,no,5698,no,no,cellular,15,apr,437,1,264,1,failure,no
16974,44,management,married,unknown,no,415,yes,no,telephone,14,may,7,7,-1,0,unknown,no
16975,42,management,married,tertiary,no,3718,yes,no,cellular,6,aug,50,2,-1,0,unknown,no
16976,33,housemaid,single,secondary,no,118,no,no,cellular,29,jan,159,1,-1,0,unknown,no
16977,81,retired,divorced,unknown,no,9224,no,no,telephone,9,nov,235,2,-1,0,unknown,no
16978,36,management,single,tertiary,no,-78,yes,no,unknown,2,jun,1068,1,-1,0,unknown,yes
16979,56,admin.,married,primary,no,3562,no,no,cellular,2,jul,229,1,-1,0,unknown,no
16980,64,retired,married,secondary,no,1612,no,no,cellular,18,feb,362,1,183,4,failure,no
16981,33,management,single,tertiary,no,1150,yes,no,telephone,12,may,109,2,-1,0,unknown,no
16982,48,blue-collar,single,primary,no,10442,no,no,unknown,6,jun,63,2,-1,0,unknown,no
16983,55,blue-collar,married,unknown,no,-361,yes,no,telephone,11,may,82,2,350,1,failure,no
16984,51,technician,divorced,secondary,no,1,yes,no,unknown,5,jun,290,1,-1,0,unknown,no
16985,47,services,divorced,secondary,no,829,no,yes,unknown,18,jun,466,2,-1,0,unknown,no
16986,29,management,married,secondary,no,-559,yes,yes,unknown,21,may,485,1,-1,0,unknown,no
16987,33,management,single,tertiary,no,-75,yes,yes,cellular,31,jul,22,8,-1,0,unknown,no
16988,39,technician,married,secondary,no,694,yes,no,cellular,23,jul,413,5,-1,0,unknown,no
16989,59,admin.,divorced,secondary,no,1525,no,no,telephone,29,jul,90,2,-1,0,unknown,no
16990,49,services,married,secondary,no,2420,yes,no,telephone,28,aug,19,13,-1,0,unknown,no
16991,43,technician,married,secondary,no,78,yes,no,unknown,15,may,80,1,-1,0,unknown,no
16992,33,management,married,tertiary,no,0,no,no,cellular,29,aug,60,2,-1,0,unknown,no
16993,56,services,married,secondary,no,473,yes,no,unknown,6,may,416,1,-1,0,unknown,no
16994,34,management,single,tertiary,no,1336,no,no,cellular,22,aug,217,6,-1,0,unknown,no
16995,44,housemaid,married,secondary,no,122,no,no,cellular,28,jan,68,2,-1,0,unknown,no
16996,32,blue-collar,single,secondary,no,8,yes,no,unknown,16,may,265,1,-1,0,unknown,no
16997,39,housemaid,married,unknown,no,0,no,no,cellular,26,aug,92,2,-1,0,unknown,no
16998,47,blue-collar,married,primary,no,1533,no,yes,cellular,18,nov,273,2,96,4,failure,no
16999,40,services,married,secondary,no,1438,yes,no,cellular,6,may,207,1,351,2,failure,no
17000,39,technician,married,secondary,no,22,no,no,cellular,21,aug,76,2,-1,0,unknown,no
17001,31,admin.,single,tertiary,no,383,no,yes,cellular,6,feb,119,1,214,1,failure,no
17002,34,management,married,tertiary,no,303,yes,no,cellular,18,jul,226,2,-1,0,unknown,no
17003,47,services,married,secondary,no,1764,no,yes,cellular,26,aug,119,6,-1,0,unknown,no
17004,56,management,married,primary,no,-24,yes,no,unknown,7,may,305,3,-1,0,unknown,no
17005,30,technician,single,tertiary,no,196,no,no,cellular,21,aug,210,2,-1,0,unknown,no
17006,40,management,married,tertiary,no,285,yes,no,cellular,6,apr,322,1,265,3,success,no
17007,48,blue-collar,married,primary,no,551,yes,yes,cellular,17,apr,1064,3,303,5,failure,no
17008,32,technician,married,secondary,no,0,no,no,cellular,6,aug,254,2,-1,0,unknown,no
17009,26,blue-collar,divorced,secondary,no,241,yes,no,unknown,16,may,136,1,-1,0,unknown,no
17010,38,admin.,divorced,secondary,no,0,no,no,unknown,5,jun,56,1,-1,0,unknown,no
17011,37,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73,1,-1,0,unknown,no
