ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
2711,1.35,Ideal,G,VVS2,EX,EX,GIA,13230
2712,1,Very Good,F,VVS2,EX,G,GIA,8055
2713,1.01,Very Good,I,SI1,EX,EX,GIA,4189
2714,1.03,Ideal,D,VS1,EX,EX,GIA,8650
2715,1.35,Ideal,H,SI1,VG,G,GIA,7780
2716,1,Good,F,VS2,VG,VG,GIA,6457
2717,1.54,Ideal,E,VVS2,EX,EX,GIA,20071
2718,0.8,Good,G,SI1,VG,G,GIA,2810
2719,2.02,Very Good,H,SI1,VG,G,GIA,18236
2720,1.51,Very Good,I,VS1,VG,VG,GIA,10231
2721,1.23,Ideal,I,VVS2,EX,EX,GIA,7256
2722,2.01,Ideal,D,VS2,VG,VG,GIA,31306
2723,0.93,Ideal,I,SI1,EX,EX,GIA,3856
2724,1.55,Ideal,D,VS2,EX,EX,GIA,15887
2725,1.13,Very Good,I,VS2,EX,VG,GIA,5261
2726,2.58,Ideal,E,VS2,VG,EX,GIA,40625
2727,0.75,Very Good,D,VVS2,VG,VG,GIA,4656
2728,0.82,Ideal,D,SI1,EX,EX,GIA,4135
2729,0.81,Ideal,G,IF,ID,ID,AGSL,4751
2730,1.52,Very Good,E,SI1,EX,VG,GIA,12275
2731,0.92,Very Good,H,VS1,G,G,GIA,4270
2732,2.04,Very Good,D,VS2,EX,VG,GIA,28578
2733,1.02,Ideal,G,VVS2,EX,EX,GIA,8198
2734,2.07,Ideal,F,VS1,EX,VG,GIA,29950
2735,1.72,Ideal,G,VVS2,VG,EX,GIA,19353
2736,0.9,Very Good,G,SI1,G,VG,GIA,3701
2737,0.75,Very Good,E,VS1,G,G,GIA,3314
2738,1.5,Very Good,D,SI1,VG,VG,GIA,11352
2739,1.18,Ideal,F,VVS2,ID,ID,AGSL,11415
2740,1.06,Ideal,I,VS2,VG,VG,GIA,4795
2741,1.59,Very Good,D,SI1,EX,VG,GIA,13631
2742,1.54,Good,H,SI1,EX,VG,GIA,9048
2743,2,Ideal,G,VS1,EX,EX,GIA,27835
2744,0.8,Ideal,F,VS1,EX,EX,GIA,4362
2745,1.51,Ideal,H,VS2,EX,EX,GIA,11329
2746,1.21,Very Good,G,VVS2,ID,ID,AGSL,9484
2747,0.85,Ideal,G,SI1,EX,EX,GIA,3766
2748,0.8,Good,E,VS2,VG,G,GIA,3365
2749,0.9,Very Good,D,SI1,VG,VG,GIA,4230
2750,0.9,Very Good,G,VS2,EX,EX,GIA,4400
2751,2.02,Good,I,VS1,VG,G,GIA,17470
2752,1.54,Good,F,VS2,EX,VG,GIA,13758
2753,1.63,Ideal,F,VS1,EX,EX,GIA,18179
2754,1.16,Very Good,G,SI1,G,G,GIA,5372
2755,1.32,Ideal,H,VVS2,ID,ID,AGSL,10095
2756,2.5,Very Good,G,VVS2,EX,VG,GIA,34943
2757,1.02,Very Good,F,SI1,G,G,GIA,5430
2758,1.02,Very Good,F,SI1,VG,VG,GIA,5126
2759,0.92,Very Good,E,SI1,VG,VG,GIA,4286
2760,1.01,Very Good,I,VS1,EX,EX,GIA,5165
2761,1.07,Very Good,I,SI1,VG,VG,GIA,4307
2762,0.91,Ideal,E,SI1,EX,EX,GIA,5458
2763,2.01,Very Good,D,IF,G,G,GIA,57595
2764,1.11,Ideal,I,SI1,EX,EX,GIA,4771
2765,2.01,Very Good,G,VS1,EX,VG,GIA,26451
2766,0.9,Very Good,H,VS2,VG,VG,GIA,4328
2767,1,Very Good,D,SI1,VG,VG,GIA,5328
2768,1.06,Ideal,G,VS1,EX,EX,GIA,8451
2769,1.04,Very Good,I,SI1,VG,VG,GIA,4426
2770,0.76,Ideal,E,VS2,EX,EX,GIA,4039
2771,1.2,Very Good,I,SI1,VG,VG,GIA,5408
2772,1.04,Ideal,H,SI1,VG,VG,GIA,5102
2773,0.87,Ideal,G,VS2,EX,EX,GIA,4899
2774,1.25,Very Good,F,IF,VG,VG,GIA,13953
2775,1.59,Ideal,G,VVS2,EX,EX,GIA,16021
2776,0.9,Very Good,E,SI1,VG,VG,GIA,4054
2777,2.05,Ideal,I,SI1,ID,ID,AGSL,16029
2778,0.82,Ideal,E,SI1,VG,G,GIA,3373
2779,1.58,Ideal,H,VS2,EX,EX,GIA,12334
2780,1.71,Ideal,I,VVS1,EX,EX,GIA,14387
2781,0.75,Ideal,H,SI1,VG,VG,GIA,2501
2782,2.1,Good,H,VS1,VG,G,GIA,18575
2783,1.55,Ideal,H,SI1,EX,EX,GIA,10960
2784,1.56,Ideal,H,SI1,VG,VG,GIA,10642
2785,1.51,Very Good,F,VS1,VG,VG,GIA,14976
2786,0.76,Ideal,F,SI1,VG,VG,GIA,2894
2787,2.02,Ideal,F,SI1,EX,EX,GIA,20885
2788,1.2,Ideal,G,VVS2,EX,EX,GIA,10812
2789,1.03,Very Good,D,SI1,G,VG,GIA,5652
2790,0.9,Very Good,I,VS1,VG,VG,GIA,3844
2791,0.9,Good,E,SI1,VG,VG,GIA,3945
2792,1.11,Ideal,G,VVS1,EX,EX,GIA,9435
2793,1.23,Very Good,G,VVS1,EX,EX,GIA,10477
2794,2.25,Ideal,E,VS1,EX,EX,GIA,31724
2795,2.01,Good,D,SI1,EX,VG,GIA,16853
2796,1.05,Ideal,H,SI1,EX,EX,GIA,4924
2797,0.85,Very Good,D,SI1,VG,VG,GIA,3669
2798,2.28,Ideal,G,VS2,EX,EX,GIA,31221
2799,1.51,Good,G,SI1,VG,G,GIA,10085
2800,1.02,Fair,E,SI1,VG,G,GIA,5681
2801,0.9,Fair,E,SI1,EX,VG,GIA,4220
2802,0.9,Ideal,D,VVS2,VG,EX,GIA,7268
2803,1.01,Ideal,F,VS2,ID,ID,AGSL,7121
2804,2,Good,I,SI1,VG,G,GIA,15072
2805,1,Very Good,E,VS2,VG,VG,GIA,6518
2806,1.57,Very Good,D,SI1,EX,EX,GIA,12697
2807,2.01,Very Good,G,SI1,VG,VG,GIA,18576
2808,1.05,Ideal,F,SI1,EX,EX,GIA,5586
2809,0.96,Ideal,D,SI1,EX,VG,GIA,5749
2810,0.9,Very Good,F,VS2,VG,G,GIA,4043
2811,1.11,Ideal,D,VVS2,EX,EX,GIA,12390
2812,1,Very Good,D,VVS2,EX,VG,GIA,10477
2813,0.8,Ideal,I,VS2,EX,EX,GIA,2823
2814,1.17,Ideal,G,VS2,EX,EX,GIA,7423
2815,1.01,Good,F,VS2,G,VG,GIA,5700
2816,1.2,Signature-Ideal,H,VVS1,ID,ID,AGSL,9604
2817,1.01,Good,E,VS1,G,G,GIA,6509
2818,1.54,Very Good,I,VVS2,EX,EX,GIA,10518
2819,1.07,Ideal,G,VVS2,EX,EX,GIA,7644
2820,1.02,Good,F,VS1,EX,EX,GIA,7601
2821,1.04,Ideal,G,VS1,EX,EX,GIA,7375
2822,0.8,Very Good,H,VS1,VG,VG,GIA,3209
2823,1.13,Signature-Ideal,I,VS1,ID,ID,AGSL,6980
2824,1.61,Very Good,I,IF,VG,VG,GIA,11513
2825,0.8,Ideal,F,SI1,VG,EX,GIA,3293
2826,2.01,Ideal,G,VS1,VG,G,GIA,26122
2827,2.02,Good,G,SI1,VG,G,GIA,19466
2828,2.01,Good,G,VS2,EX,EX,GIA,23891
2829,2.11,Ideal,G,VS2,VG,VG,GIA,22873
2830,1.08,Ideal,E,VS1,EX,EX,GIA,7646
2831,0.92,Very Good,E,SI1,VG,VG,GIA,4373
2832,1.2,Ideal,I,VS2,EX,VG,GIA,5826
2833,1.12,Ideal,I,VVS2,ID,ID,AGSL,6317
2834,2.36,Ideal,G,VS2,VG,VG,GIA,25870
2835,1.21,Ideal,E,SI1,EX,EX,GIA,7466
2836,1,Good,G,VS2,VG,VG,GIA,5766
2837,1,Very Good,D,VS2,EX,EX,GIA,8138
2838,2.61,Ideal,I,SI1,EX,EX,GIA,22110
2839,1.62,Signature-Ideal,F,VS1,ID,ID,AGSL,19661
2840,1.02,Ideal,H,VVS2,ID,ID,AGSL,6613
2841,1.01,Ideal,G,VS2,VG,EX,GIA,7814
2842,2,Very Good,H,VS1,EX,EX,GIA,23536
2843,1.01,Very Good,D,SI1,VG,EX,GIA,5783
2844,0.9,Very Good,E,SI1,VG,EX,GIA,4034
2845,1.02,Very Good,F,VVS2,EX,EX,GIA,9728
2846,1.55,Ideal,F,VS1,EX,EX,GIA,17317
2847,2.08,Very Good,E,VS2,VG,VG,GIA,28055
2848,2.02,Very Good,F,IF,VG,G,GIA,43002
2849,0.75,Very Good,E,SI1,VG,VG,GIA,2923
2850,2.03,Ideal,F,VS1,EX,G,AGSL,29171
2851,1.58,Ideal,F,SI1,ID,ID,AGSL,12991
2852,1.76,Ideal,E,VS1,ID,ID,AGSL,19593
2853,2.1,Very Good,F,VS2,EX,EX,GIA,29308
2854,1.57,Signature-Ideal,I,SI1,ID,ID,AGSL,11040
2855,0.91,Ideal,G,SI1,EX,VG,GIA,4731
2856,1.07,Very Good,G,SI1,G,G,GIA,4829
2857,1.75,Ideal,I,VS2,ID,ID,AGSL,12531
2858,2.01,Very Good,H,VS2,VG,G,GIA,19044
2859,1.26,Signature-Ideal,I,SI1,EX,EX,GIA,6951
2860,1.34,Ideal,H,VS2,EX,EX,GIA,8771
2861,1,Good,D,SI1,EX,EX,GIA,6568
2862,1.06,Ideal,F,VS2,EX,VG,GIA,7342
2863,1.52,Very Good,G,VS1,VG,G,GIA,12665
2864,1.58,Ideal,H,VS2,ID,ID,AGSL,12170
2865,1.01,Ideal,D,VS2,EX,EX,GIA,8119
2866,1.2,Very Good,F,VS1,VG,VG,GIA,8983
2867,1.9,Ideal,H,SI1,EX,EX,GIA,16989
2868,1.2,Good,I,VS1,VG,VG,GIA,5818
2869,1,Very Good,E,VS2,EX,EX,GIA,7607
2870,2,Ideal,D,VVS2,EX,EX,GIA,44115
2871,2.01,Ideal,H,VS2,ID,ID,AGSL,20296
2872,1,Good,G,IF,EX,VG,GIA,8050
2873,1.05,Ideal,H,SI1,EX,VG,GIA,4925
2874,1,Good,H,SI1,VG,VG,GIA,4702
2875,2.01,Ideal,F,VVS1,EX,EX,GIA,45345
2876,0.9,Very Good,I,VS2,VG,VG,GIA,3535
2877,2.32,Very Good,G,VS2,EX,EX,GIA,27514
2878,1.4,Ideal,H,IF,EX,VG,GIA,10976
2879,2.11,Ideal,H,VS2,VG,G,GIA,22078
2880,1.01,Good,G,SI1,VG,G,GIA,4884
2881,1.36,Very Good,F,VS1,VG,VG,GIA,11946
2882,1.3,Ideal,G,IF,VG,VG,GIA,12098
2883,0.9,Signature-Ideal,F,SI1,EX,EX,GIA,5003
2884,1.22,Very Good,I,VS1,G,EX,GIA,5966
2885,0.91,Ideal,I,VS2,ID,ID,AGSL,4199
2886,1.11,Ideal,G,IF,EX,EX,GIA,10053
2887,1.4,Ideal,G,VVS1,EX,EX,GIA,15134
2888,0.78,Ideal,E,VS2,VG,VG,GIA,3582
2889,2.05,Ideal,H,VS1,VG,VG,GIA,22062
2890,0.9,Very Good,D,SI1,EX,G,GIA,4289
2891,0.76,Very Good,G,SI1,VG,VG,GIA,2579
2892,1.03,Very Good,F,SI1,VG,VG,GIA,5042
2893,2.23,Ideal,H,IF,VG,EX,GIA,30452
2894,1.13,Ideal,E,VVS2,EX,VG,GIA,10618
2895,0.9,Ideal,H,SI1,EX,EX,GIA,4492
2896,1.19,Very Good,D,VVS1,VG,VG,GIA,15767
2897,0.79,Ideal,E,SI1,VG,VG,GIA,3384
2898,1.5,Good,E,VS2,VG,G,GIA,12702
2899,1.18,Ideal,F,VVS2,VG,VG,GIA,11573
2900,1.05,Very Good,H,VS1,VG,VG,GIA,6132
2901,0.9,Very Good,F,SI1,G,EX,GIA,4249
2902,1.16,Ideal,H,VS2,EX,EX,GIA,6673
2903,1.23,Very Good,F,VS1,EX,VG,GIA,10035
2904,0.91,Good,E,SI1,VG,VG,GIA,4241
2905,0.78,Ideal,I,VS2,VG,VG,GIA,2664
2906,1.25,Very Good,G,VS2,VG,VG,GIA,9488
2907,0.82,Ideal,D,SI1,EX,EX,GIA,4113
2908,0.93,Very Good,I,VS2,EX,VG,GIA,3530
2909,0.91,Fair,E,SI1,G,VG,GIA,4132
2910,2.01,Very Good,G,VS1,G,EX,GIA,26043
2911,1.08,Ideal,I,SI1,EX,EX,GIA,4705
2912,2.02,Good,I,VS1,VG,VG,GIA,15765
2913,2.02,Ideal,E,VS1,VG,VG,GIA,36081
2914,0.91,Good,F,VVS2,G,G,GIA,5225
2915,1,Ideal,G,VVS2,ID,ID,AGSL,7520
2916,0.83,Very Good,E,VS1,VG,VG,GIA,4519
2917,2.02,Very Good,D,VS2,EX,EX,GIA,27260
2918,1.09,Ideal,E,VS1,VG,EX,GIA,8810
2919,2.13,Ideal,I,VS1,EX,VG,GIA,19058
2920,0.75,Very Good,I,VVS2,ID,ID,AGSL,2744
2921,1.02,Good,I,SI1,EX,VG,GIA,4105
2922,1.2,Very Good,F,VS1,VG,G,GIA,9248
2923,1.22,Ideal,G,VS2,ID,ID,AGSL,8498
2924,1.22,Very Good,F,SI1,VG,VG,GIA,7372
2925,1.58,Ideal,G,SI1,ID,ID,AGSL,12975
2926,1.01,Fair,G,SI1,VG,G,GIA,4646
2927,1.2,Very Good,E,SI1,G,VG,GIA,6809
2928,1,Good,E,VS2,VG,VG,GIA,6349
2929,0.9,Good,E,SI1,EX,VG,GIA,4229
2930,2.23,Very Good,D,VVS2,VG,VG,GIA,51127
2931,1.01,Good,D,VS1,VG,G,GIA,7303
2932,1.14,Ideal,G,VVS1,EX,EX,GIA,10933
2933,2.04,Ideal,H,VS2,EX,EX,GIA,21094
2934,2.01,Very Good,G,VS1,VG,VG,GIA,25067
2935,1.59,Ideal,H,SI1,VG,G,GIA,10832
2936,0.79,Ideal,G,VS1,ID,ID,AGSL,3561
2937,1,Good,E,SI1,EX,VG,GIA,6275
2938,1.01,Very Good,G,VS1,VG,EX,GIA,7179
2939,0.9,Very Good,I,SI1,G,G,GIA,3168
2940,1.01,Ideal,F,VS2,ID,ID,AGSL,7014
2941,0.8,Very Good,F,VVS2,G,VG,GIA,4126
2942,2,Very Good,F,SI1,G,G,GIA,18759
2943,1.33,Signature-Ideal,F,VVS2,EX,EX,GIA,15031
2944,1.14,Very Good,F,VVS2,VG,VG,GIA,10954
2945,1.06,Very Good,E,SI1,VG,EX,GIA,5090
2946,1.01,Very Good,F,VS2,EX,EX,GIA,6714
2947,1.12,Ideal,G,VS1,ID,ID,AGSL,7970
2948,1.54,Good,H,VS1,EX,VG,GIA,10669
2949,2.02,Very Good,E,VS1,VG,VG,GIA,31251
2950,0.9,Very Good,F,VS2,VG,EX,GIA,4617
2951,1.11,Very Good,D,VVS1,VG,VG,GIA,12200
2952,2.36,Very Good,H,SI1,VG,EX,GIA,23109
2953,1,Very Good,F,VS1,EX,EX,GIA,6910
2954,1.18,Very Good,D,SI1,EX,ID,AGSL,7093
2955,1.24,Ideal,I,VS1,ID,ID,AGSL,7163
2956,1.53,Ideal,E,VS2,EX,EX,GIA,15745
2957,1.61,Signature-Ideal,D,VS2,ID,ID,AGSL,20435
2958,2.08,Very Good,F,VS1,G,G,GIA,28920
2959,2,Very Good,I,SI1,EX,EX,GIA,15053
2960,0.9,Good,F,VS2,EX,VG,GIA,4301
2961,1.23,Very Good,F,VS1,G,VG,GIA,9694
2962,1.12,Very Good,G,SI1,VG,G,GIA,5194
2963,2.17,Good,I,SI1,EX,VG,AGSL,16255
2964,2.03,Ideal,D,IF,EX,VG,GIA,66822
2965,1.32,Very Good,F,VS1,VG,VG,GIA,11346
2966,1.03,Good,D,SI1,EX,VG,GIA,5479
2967,0.79,Ideal,D,VS2,VG,EX,GIA,3911
2968,1.26,Ideal,G,VS2,ID,ID,AGSL,9605
2969,1.57,Ideal,H,SI1,EX,EX,GIA,11134
2970,0.91,Very Good,G,SI1,VG,EX,GIA,3830
2971,0.91,Very Good,D,SI1,G,EX,GIA,4466
2972,1.24,Very Good,G,VS2,G,G,GIA,8064
2973,1.13,Ideal,H,VS1,EX,EX,GIA,7571
2974,1,Ideal,F,SI1,EX,EX,GIA,5170
2975,1.17,Ideal,G,VVS1,VG,EX,GIA,9723
2976,1.01,Ideal,G,VS1,EX,EX,GIA,7274
2977,1.69,Ideal,F,VS2,VG,VG,GIA,16789
2978,2.01,Fair,F,VVS2,G,G,GIA,29368
2979,1.03,Very Good,D,VS2,VG,VG,GIA,6946
2980,1,Very Good,D,VVS2,VG,VG,GIA,8976
2981,0.91,Fair,G,VS2,EX,VG,GIA,5151
2982,1.03,Good,I,SI1,EX,VG,GIA,4142
2983,0.94,Ideal,H,VS2,VG,VG,GIA,4358
2984,1.55,Fair,G,VS2,G,G,GIA,10981
2985,1,Very Good,H,SI1,EX,VG,GIA,5161
2986,1,Fair,D,SI1,VG,G,GIA,5405
2987,0.8,Very Good,H,VVS1,ID,ID,AGSL,3737
2988,0.9,Fair,H,SI1,VG,VG,GIA,3186
2989,0.9,Good,H,VS1,VG,VG,GIA,4072
2990,2.03,Very Good,F,SI1,VG,G,GIA,22484
2991,1.51,Very Good,G,VS2,VG,VG,GIA,11923
2992,2.05,Ideal,H,VS2,EX,EX,GIA,21311
2993,2.01,Good,F,SI1,VG,G,GIA,18143
2994,1.02,Good,G,VS1,EX,VG,GIA,6036
2995,1.01,Good,G,SI1,G,G,GIA,4672
2996,1.55,Ideal,G,VS1,EX,EX,GIA,15070
2997,1.26,Very Good,H,IF,VG,VG,GIA,8956
2998,0.91,Fair,F,VS2,VG,VG,GIA,4474
2999,2.07,Ideal,H,SI1,VG,VG,GIA,18311
3000,0.91,Very Good,F,SI1,VG,EX,GIA,4188
3001,1.26,Ideal,F,VS1,VG,EX,GIA,8773
3002,2.02,Very Good,E,VS1,VG,G,GIA,33787
3003,0.94,Very Good,F,SI1,VG,VG,GIA,4518
3004,2.02,Fair,H,VS2,EX,VG,AGSL,17242
3005,2.01,Ideal,G,SI1,VG,VG,GIA,18852
3006,1.64,Ideal,E,VS1,EX,EX,GIA,18103
3007,2.01,Ideal,D,VVS1,EX,VG,GIA,50785
3008,0.8,Very Good,F,SI1,EX,EX,GIA,3093
3009,2.09,Very Good,G,VS1,VG,VG,GIA,27144
3010,2.01,Ideal,F,SI1,EX,EX,GIA,23145
3011,2.35,Very Good,F,VVS2,VG,VG,GIA,43471
3012,1.11,Very Good,G,SI1,EX,VG,GIA,5690
3013,0.82,Very Good,I,VS1,VG,G,AGSL,2583
3014,1.23,Very Good,G,VVS1,EX,EX,AGSL,10454
3015,2.24,Ideal,E,VS1,EX,EX,GIA,40445
3016,1.01,Ideal,I,VS1,EX,EX,GIA,5375
3017,1.06,Very Good,G,VS2,VG,VG,GIA,7094
3018,0.79,Ideal,H,VS2,EX,EX,GIA,3040
3019,1.03,Very Good,D,VS2,VG,VG,GIA,7243
3020,1.06,Very Good,I,SI1,EX,EX,GIA,4507
3021,0.77,Very Good,F,VS1,VG,G,GIA,3350
3022,1.04,Signature-Ideal,F,VVS2,EX,EX,GIA,10804
3023,1.01,Good,H,SI1,VG,VG,GIA,4846
3024,0.76,Very Good,E,SI1,EX,VG,GIA,2668
3025,1.04,Very Good,D,VVS2,EX,VG,GIA,11087
3026,1.13,Very Good,F,VVS2,G,G,GIA,9539
3027,1.09,Signature-Ideal,G,VS2,ID,ID,AGSL,7617
3028,0.93,Ideal,G,SI1,ID,ID,AGSL,4546
3029,1.21,Ideal,F,VVS2,VG,EX,GIA,11307
3030,1.24,Very Good,F,VVS2,VG,VG,GIA,11234
3031,1.5,Very Good,I,VVS2,VG,G,GIA,9618
3032,1.52,Very Good,H,VS1,VG,G,GIA,10497
3033,1.06,Ideal,D,SI1,VG,VG,GIA,6062
3034,1.01,Very Good,F,VVS1,EX,VG,GIA,10019
3035,1.03,Very Good,G,SI1,VG,VG,GIA,5847
3036,0.76,Ideal,E,VS1,EX,VG,GIA,3930
3037,0.79,Good,F,SI1,VG,G,GIA,2800
3038,1,Very Good,I,VS2,EX,VG,GIA,4739
3039,1.02,Very Good,G,VS2,EX,EX,AGSL,5824
3040,0.9,Good,F,SI1,VG,VG,GIA,4016
3041,1.71,Very Good,H,VS2,EX,VG,GIA,12690
3042,1.05,Ideal,G,VVS2,VG,VG,GIA,8083
3043,1.51,Good,G,SI1,VG,VG,GIA,9258
3044,1.27,Ideal,E,SI1,VG,VG,GIA,7806
3045,0.79,Ideal,D,SI1,EX,EX,GIA,3605
3046,1.73,Ideal,G,VVS1,EX,VG,GIA,16153
3047,1.51,Very Good,E,VS2,VG,G,GIA,12779
3048,1.2,Very Good,G,VS2,VG,G,GIA,7737
3049,1.71,Very Good,H,VS2,VG,EX,GIA,12579
3050,1.04,Very Good,E,IF,EX,VG,GIA,11972
3051,0.78,Ideal,F,VS2,EX,EX,GIA,3405
3052,0.84,Very Good,I,VVS2,EX,ID,AGSL,3392
3053,1.08,Very Good,G,VS1,VG,VG,GIA,6892
3054,1.16,Very Good,G,VVS1,G,VG,GIA,9023
3055,1.16,Ideal,I,SI1,EX,VG,GIA,5091
3056,1.01,Good,I,SI1,VG,G,GIA,4069
3057,0.91,Very Good,D,SI1,VG,G,GIA,4585
3058,1.07,Very Good,G,VS2,VG,G,GIA,6274
3059,2.02,Ideal,I,SI1,VG,VG,GIA,15942
3060,2.03,Very Good,I,VS2,EX,EX,GIA,16685
3061,0.91,Ideal,F,VS2,VG,VG,GIA,5261
3062,2.07,Ideal,D,VVS2,EX,EX,GIA,44487
3063,2.01,Very Good,E,SI1,VG,G,GIA,20157
3064,1.04,Ideal,I,SI1,VG,VG,GIA,4484
3065,2,Very Good,H,VS1,EX,EX,GIA,21829
3066,1.25,Ideal,F,VS2,EX,EX,GIA,9503
3067,2.02,Very Good,G,VS2,G,G,GIA,23076
3068,0.84,Ideal,E,SI1,EX,EX,GIA,4068
3069,2.08,Ideal,H,SI1,EX,EX,GIA,18760
3070,2.33,Very Good,I,SI1,VG,VG,GIA,18119
3071,2.01,Very Good,F,SI1,VG,G,GIA,21516
3072,2.01,Very Good,G,VVS2,EX,VG,GIA,29236
3073,0.75,Ideal,E,SI1,EX,EX,GIA,3227
3074,1,Ideal,I,SI1,ID,ID,AGSL,4780
3075,0.81,Good,H,SI1,VG,VG,GIA,2534
3076,0.82,Very Good,G,IF,ID,EX,AGSL,4844
3077,1.09,Ideal,G,IF,ID,ID,AGSL,9410
3078,2.54,Very Good,F,VVS2,G,VG,GIA,50787
3079,1.01,Ideal,H,SI1,VG,VG,GIA,4943
3080,0.77,Ideal,E,SI1,VG,VG,GIA,3000
3081,0.76,Very Good,G,VVS2,G,G,GIA,3394
3082,1.16,Ideal,F,VVS2,ID,ID,AGSL,10439
3083,0.82,Very Good,G,VS1,G,G,GIA,3460
3084,1.02,Very Good,F,VS1,EX,VG,GIA,7406
3085,1,Very Good,D,VS1,EX,VG,GIA,7567
3086,1.05,Ideal,F,VS2,EX,EX,GIA,7639
3087,1.21,Ideal,I,VS1,EX,EX,GIA,6691
3088,0.9,Very Good,H,VVS2,VG,G,GIA,4592
3089,1.07,Ideal,H,SI1,EX,VG,GIA,5417
3090,1.06,Good,I,VS1,EX,G,AGSL,5293
3091,0.8,Ideal,F,VVS2,EX,EX,GIA,5595
3092,1,Good,H,VS1,VG,VG,GIA,5743
3093,0.9,Good,E,SI1,G,VG,GIA,4283
3094,1.53,Very Good,F,SI1,G,G,GIA,11897
3095,0.8,Signature-Ideal,E,SI1,EX,EX,GIA,4125
3096,1.06,Ideal,H,VS2,EX,EX,GIA,6058
3097,1.24,Ideal,H,VS1,EX,EX,GIA,8299
3098,0.9,Ideal,D,SI1,VG,VG,GIA,4537
3099,2.01,Very Good,E,VVS2,VG,G,GIA,37121
3100,2.16,Ideal,I,SI1,EX,EX,GIA,18029
3101,0.91,Ideal,D,SI1,VG,EX,GIA,4627
3102,1.59,Ideal,I,VS2,EX,VG,GIA,9678
3103,2.04,Very Good,G,SI1,VG,EX,GIA,19367
3104,1.51,Good,I,VS1,EX,VG,GIA,8975
3105,0.9,Good,G,SI1,EX,VG,GIA,3597
3106,1.06,Ideal,I,VVS2,EX,EX,GIA,6069
3107,2.41,Very Good,G,VS1,EX,EX,GIA,36644
3108,2,Ideal,E,VVS2,VG,VG,GIA,31924
3109,1.6,Ideal,F,VS1,EX,VG,GIA,18780
3110,1.25,Ideal,E,VS2,VG,EX,GIA,9365
3111,0.93,Very Good,E,VS2,G,VG,GIA,5140
3112,1.56,Ideal,I,VS1,VG,VG,GIA,10399
3113,1.01,Very Good,F,SI1,EX,EX,GIA,5861
3114,1.51,Ideal,G,VS2,VG,EX,GIA,12846
3115,1.23,Very Good,F,IF,EX,EX,GIA,14521
3116,1.33,Very Good,F,SI1,EX,VG,GIA,8081
3117,1.03,Ideal,G,VVS2,EX,EX,GIA,8493
3118,1.06,Good,E,SI1,VG,EX,GIA,5924
3119,0.81,Very Good,E,SI1,VG,VG,AGSL,2972
3120,2.01,Very Good,F,SI1,G,VG,GIA,19789
3121,1.72,Ideal,F,VS2,VG,EX,GIA,17779
3122,1.52,Ideal,H,SI1,ID,ID,AGSL,11797
3123,1.63,Ideal,H,VVS2,EX,VG,GIA,14541
3124,1.19,Signature-Ideal,I,VS1,ID,ID,AGSL,7328
3125,2.09,Ideal,E,VS2,EX,EX,GIA,29957
3126,1.12,Ideal,G,VS1,EX,EX,GIA,8202
3127,1.2,Ideal,G,SI1,EX,EX,GIA,7372
3128,1.6,Ideal,F,SI1,ID,ID,AGSL,12942
3129,1.51,Very Good,G,VVS2,EX,VG,GIA,14938
3130,1,Good,G,SI1,VG,G,GIA,4401
3131,2.58,Ideal,F,VS1,EX,EX,AGSL,37739
3132,1.5,Fair,G,IF,VG,VG,GIA,15892
3133,0.77,Very Good,D,SI1,VG,VG,GIA,3241
3134,2.09,Ideal,I,VS2,ID,ID,AGSL,17999
3135,2.1,Ideal,F,VS2,EX,EX,GIA,27550
3136,0.9,Very Good,G,SI1,EX,VG,GIA,3752
3137,1.53,Very Good,F,VS1,VG,VG,GIA,17086
3138,1,Very Good,D,SI1,EX,VG,GIA,5491
3139,1.29,Ideal,G,VS2,EX,VG,GIA,9465
3140,1.01,Ideal,I,VVS1,ID,ID,AGSL,5478
3141,0.92,Very Good,H,SI1,G,G,GIA,3800
3142,0.81,Very Good,H,VS1,VG,EX,GIA,3328
3143,1.22,Ideal,I,SI1,EX,EX,GIA,6398
3144,1.65,Very Good,F,VS1,G,VG,GIA,17425
3145,2.01,Very Good,G,VVS2,EX,EX,GIA,27136
3146,1.2,Ideal,H,VS2,VG,EX,GIA,7229
3147,0.88,Ideal,E,VS2,EX,EX,GIA,5595
3148,2.03,Very Good,H,VS1,VG,G,GIA,19249
3149,1.01,Very Good,I,SI1,EX,EX,GIA,4759
3150,0.9,Ideal,H,VS2,VG,G,GIA,4173
3151,1.05,Signature-Ideal,F,VVS1,ID,ID,AGSL,12273
3152,1.02,Ideal,G,SI1,EX,EX,GIA,5082
3153,1.22,Very Good,E,VS2,EX,EX,GIA,9475
3154,1.01,Very Good,F,VVS2,EX,VG,GIA,9312
3155,1.08,Ideal,F,VS2,VG,G,GIA,7137
3156,1.14,Very Good,F,SI1,VG,VG,GIA,6194
3157,2.02,Very Good,G,VS2,EX,VG,GIA,24532
3158,1,Very Good,D,SI1,EX,EX,GIA,5851
3159,0.9,Ideal,H,VS1,VG,EX,AGSL,4634
3160,1,Ideal,E,SI1,VG,EX,GIA,5458
3161,1.06,Ideal,G,VS1,EX,EX,GIA,7594
3162,2.03,Ideal,E,VS2,EX,EX,GIA,30802
3163,1.15,Very Good,E,VVS1,VG,VG,GIA,11906
3164,1.01,Very Good,G,VS2,EX,EX,GIA,6449
